school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
MS,F,16.0,U,GT3,T,4,1,health,teacher,course,mother,3,3,2,yes,no,no,no,yes,no,yes,no,2,3,2,1,2,4,21,4,3,7.0
GP,F,17.0,R,GT3,T,4,1,at_home,teacher,other,mother,1,1,1,yes,yes,yes,yes,no,yes,yes,yes,3,2,5,5,1,1,16,0,4,8.0
MS,F,16.0,U,LE3,A,4,1,services,at_home,other,mother,3,4,3,yes,yes,yes,yes,yes,yes,no,yes,5,4,5,1,4,4,83,20,10,7.0
GP,M,18.0,U,LE3,A,3,3,health,at_home,other,other,3,2,3,no,no,no,no,no,no,no,yes,5,1,4,1,5,3,22,6,7,11.0
GP,M,17.0,U,LE3,T,4,2,health,at_home,other,father,4,1,1,no,yes,no,yes,yes,yes,yes,no,2,5,5,1,4,4,28,11,1,13.0
GP,F,19.0,R,GT3,T,0,0,other,other,reputation,other,4,1,1,no,yes,yes,yes,no,yes,no,no,5,1,4,4,5,3,55,19,16,3.0
MS,M,21.0,R,LE3,T,2,2,at_home,teacher,reputation,mother,4,2,0,yes,yes,no,yes,no,no,no,yes,5,2,5,3,1,3,82,16,19,15.0
MS,F,16.0,U,LE3,T,4,2,at_home,health,home,father,4,2,1,no,no,yes,no,no,no,no,no,2,4,3,4,2,4,47,6,1,13.0
GP,F,17.0,R,GT3,A,3,0,health,other,other,mother,2,4,0,no,no,no,no,no,yes,no,yes,5,3,5,5,1,5,41,20,3,5.0
GP,M,21.0,U,LE3,T,1,2,at_home,teacher,home,mother,1,2,0,no,no,no,no,no,no,no,no,2,1,4,1,4,1,10,12,17,18.0
GP,M,19.0,R,GT3,T,0,1,teacher,services,course,father,3,4,3,no,no,no,yes,no,no,no,no,1,3,2,4,5,3,60,19,7,14.0
MS,F,20.0,U,GT3,T,3,0,at_home,other,course,father,2,2,3,yes,no,no,no,yes,yes,yes,yes,2,5,1,1,5,5,84,8,4,10.0
MS,M,16.0,R,LE3,A,4,2,other,at_home,course,other,1,3,3,no,no,yes,yes,yes,yes,yes,yes,5,3,2,4,2,4,33,16,4,14.0
GP,F,18.0,R,LE3,T,4,4,other,at_home,course,other,1,4,1,no,no,yes,no,no,yes,no,yes,1,3,3,5,5,4,21,11,5,8.0
MS,M,16.0,U,GT3,T,2,2,at_home,services,reputation,mother,2,3,2,no,yes,no,no,no,yes,no,no,5,3,1,1,3,5,91,3,12,6.0
MS,F,16.0,R,GT3,T,3,2,at_home,other,reputation,father,3,4,1,yes,yes,no,yes,yes,yes,yes,no,3,4,4,2,3,1,82,10,13,4.0
MS,F,19.0,R,LE3,T,2,2,services,health,home,other,2,2,1,no,no,no,yes,yes,no,no,yes,2,1,1,5,2,5,63,7,17,4.0
GP,F,19.0,U,LE3,A,1,0,at_home,services,course,other,3,2,3,no,yes,no,yes,yes,no,yes,yes,4,5,3,2,4,4,18,4,1,4.0
MS,F,21.0,U,GT3,T,3,2,health,teacher,reputation,other,3,2,1,yes,no,yes,no,no,yes,yes,yes,5,5,4,4,1,4,70,7,10,18.0
GP,M,18.0,R,GT3,T,2,0,at_home,other,other,mother,2,1,1,no,no,no,no,no,no,no,no,2,4,4,3,1,5,82,2,17,2.0
MS,F,17.0,R,GT3,T,0,4,other,other,reputation,other,3,2,0,yes,yes,yes,no,yes,no,yes,no,3,5,1,2,5,5,90,9,14,0.0
MS,M,22.0,U,LE3,T,0,0,teacher,other,other,father,2,2,2,yes,no,yes,no,no,no,yes,yes,5,5,4,2,2,4,39,17,18,10.0
MS,M,22.0,U,GT3,A,3,2,health,teacher,course,father,1,3,1,no,yes,yes,yes,yes,no,no,no,3,5,3,3,4,1,66,10,14,7.0
GP,M,18.0,U,GT3,T,2,1,at_home,other,course,mother,1,3,2,yes,no,no,no,no,yes,no,yes,2,2,3,5,1,2,90,17,8,13.0
GP,M,20.0,U,GT3,A,3,1,at_home,services,home,other,3,3,1,yes,yes,yes,no,yes,yes,no,no,2,1,3,3,5,3,29,20,8,2.0
GP,F,21.0,U,LE3,T,1,2,at_home,at_home,home,mother,3,2,1,no,yes,yes,yes,yes,no,yes,yes,1,3,3,4,5,1,62,19,16,5.0
MS,M,19.0,R,GT3,A,3,4,other,teacher,other,other,3,4,1,yes,yes,yes,no,yes,no,no,yes,4,4,3,1,5,5,44,9,6,8.0
GP,M,15.0,R,GT3,A,1,0,at_home,services,reputation,mother,3,1,3,yes,no,yes,yes,yes,yes,no,yes,4,4,1,3,1,3,19,1,15,2.0
MS,F,20.0,R,GT3,A,4,1,other,teacher,course,father,2,2,0,yes,no,no,no,yes,yes,no,yes,4,4,4,4,4,1,24,1,4,9.0
MS,F,18.0,R,LE3,A,3,2,other,other,other,father,2,2,0,no,yes,no,no,yes,yes,yes,yes,3,3,4,3,5,1,50,12,16,17.0
MS,M,17.0,U,GT3,A,0,4,teacher,at_home,home,mother,3,1,3,no,no,yes,yes,no,yes,no,yes,3,5,1,3,4,3,70,3,13,16.0
MS,F,21.0,U,GT3,T,2,1,services,health,other,father,1,3,3,yes,yes,yes,no,yes,no,no,yes,1,3,4,1,1,4,92,17,7,0.0
MS,F,22.0,U,GT3,T,2,0,services,services,other,mother,1,1,1,yes,yes,no,yes,yes,yes,no,yes,5,3,5,5,5,1,45,13,3,19.0
GP,F,18.0,U,GT3,T,0,4,at_home,other,home,father,1,2,0,no,yes,yes,yes,no,yes,yes,yes,5,4,2,5,3,3,1,2,11,10.0
GP,F,17.0,R,LE3,T,1,0,services,teacher,other,other,2,3,3,yes,yes,yes,no,no,no,no,yes,3,1,4,5,3,2,91,0,3,17.0
GP,M,18.0,R,GT3,T,4,0,other,at_home,home,other,3,4,1,yes,yes,yes,no,no,yes,yes,yes,4,4,1,1,1,1,10,1,12,8.0
MS,M,16.0,U,LE3,T,0,3,services,health,course,mother,4,2,0,no,no,no,yes,yes,yes,no,yes,1,4,2,5,5,3,4,13,5,0.0
GP,F,18.0,U,LE3,T,0,4,health,health,home,father,1,1,3,yes,yes,no,yes,yes,yes,no,no,2,2,2,5,5,4,14,12,16,1.0
GP,M,18.0,R,GT3,T,3,4,services,other,course,father,3,1,2,yes,no,no,yes,yes,no,no,no,4,2,4,4,2,4,70,0,15,12.0
GP,M,18.0,R,GT3,T,3,4,teacher,at_home,home,mother,1,4,1,no,yes,no,yes,no,no,yes,yes,1,4,1,2,5,5,77,10,16,7.0
MS,M,16.0,R,LE3,T,1,2,services,other,other,father,2,2,1,yes,yes,yes,no,yes,no,no,yes,5,2,2,5,1,2,31,11,18,20.0
MS,M,19.0,U,GT3,A,2,2,at_home,other,other,other,2,2,1,yes,no,no,no,yes,yes,yes,no,3,3,4,1,2,4,5,8,8,4.0
GP,M,18.0,R,LE3,A,4,2,services,health,reputation,other,4,3,0,yes,no,no,yes,yes,yes,no,no,4,5,2,1,2,5,5,17,15,16.0
MS,F,20.0,R,GT3,T,4,4,at_home,services,course,father,2,1,0,no,no,no,no,no,yes,no,no,2,5,5,4,4,1,48,6,0,16.0
MS,M,20.0,U,LE3,T,1,1,services,teacher,course,other,3,3,0,no,no,no,yes,no,no,yes,no,2,2,1,4,5,1,88,4,9,16.0
GP,M,18.0,R,GT3,T,0,3,at_home,teacher,home,other,4,1,0,no,no,no,no,yes,yes,yes,yes,3,1,5,1,5,3,36,5,20,4.0
MS,M,19.0,R,GT3,T,1,2,other,services,reputation,father,2,3,1,no,yes,yes,yes,yes,no,yes,yes,2,3,1,1,2,3,75,7,2,12.0
GP,M,16.0,R,LE3,A,1,4,services,other,home,father,1,3,0,yes,yes,no,no,yes,yes,yes,no,4,2,5,1,1,3,16,18,17,4.0
MS,F,21.0,R,GT3,A,4,4,health,at_home,other,father,4,3,1,no,yes,no,yes,no,yes,no,yes,3,2,4,3,1,4,61,12,1,14.0
GP,M,18.0,R,GT3,A,1,1,teacher,health,course,mother,3,4,0,no,no,yes,no,yes,yes,yes,yes,1,3,5,2,1,5,75,11,7,13.0
GP,M,22.0,U,LE3,A,4,4,services,other,reputation,other,2,1,3,no,yes,yes,yes,no,yes,no,no,3,2,2,2,5,2,55,12,12,20.0
GP,M,21.0,R,GT3,A,3,4,at_home,other,home,father,1,4,3,yes,yes,no,yes,no,no,no,yes,2,5,5,1,4,5,74,17,0,6.0
MS,F,18.0,U,LE3,T,1,3,teacher,teacher,reputation,mother,1,4,1,yes,yes,no,yes,yes,yes,yes,yes,3,3,4,5,3,3,36,19,19,19.0
MS,M,22.0,R,GT3,T,1,2,services,teacher,home,father,2,3,2,yes,yes,yes,yes,no,yes,yes,yes,1,1,5,3,4,5,33,1,2,13.0
GP,M,20.0,R,LE3,A,1,1,teacher,teacher,home,other,1,2,2,yes,no,yes,yes,no,no,no,yes,5,4,2,5,4,5,0,1,0,1.0
GP,M,15.0,R,LE3,T,0,2,services,services,home,mother,2,2,0,no,no,yes,yes,no,no,no,no,4,5,4,1,4,2,72,14,11,17.0
GP,F,18.0,R,LE3,A,3,2,health,at_home,reputation,father,2,1,0,no,no,yes,no,no,no,no,yes,3,5,3,2,3,2,3,8,1,2.0
MS,M,19.0,R,GT3,A,0,2,services,at_home,reputation,mother,3,4,2,yes,no,no,yes,yes,no,no,yes,5,3,1,4,5,1,31,2,13,15.0
MS,F,16.0,U,LE3,T,0,1,at_home,teacher,reputation,mother,4,1,2,no,no,yes,yes,no,no,yes,no,5,5,4,3,4,5,61,16,14,16.0
MS,F,20.0,U,GT3,T,3,0,services,at_home,home,mother,2,2,2,yes,yes,yes,no,no,yes,no,yes,5,5,3,1,4,1,82,12,17,15.0
MS,F,17.0,U,LE3,T,4,1,services,health,home,other,3,4,0,no,no,no,yes,no,no,yes,yes,3,2,5,1,4,4,25,8,3,17.0
MS,F,20.0,R,LE3,A,2,2,teacher,other,other,other,3,3,2,yes,yes,no,no,yes,yes,yes,no,3,1,5,4,1,3,28,11,7,19.0
GP,F,18.0,U,GT3,T,0,2,health,health,home,mother,2,1,0,yes,yes,yes,yes,yes,no,no,yes,3,2,1,4,2,3,61,18,3,19.0
GP,M,18.0,R,GT3,T,0,3,health,health,reputation,mother,4,2,3,yes,no,no,yes,no,no,no,yes,5,3,3,1,1,3,41,7,9,7.0
MS,F,22.0,U,GT3,A,2,1,teacher,teacher,home,mother,1,4,2,yes,yes,yes,yes,yes,no,no,no,2,3,2,4,3,2,47,5,14,8.0
GP,F,18.0,U,LE3,T,1,2,teacher,health,course,father,1,2,3,yes,no,yes,yes,yes,no,no,yes,4,3,3,1,5,4,28,0,12,1.0
MS,M,22.0,R,GT3,A,3,4,health,teacher,reputation,mother,2,2,1,no,yes,yes,no,yes,no,no,no,1,1,2,4,4,2,73,19,7,5.0
GP,F,15.0,R,LE3,T,0,1,health,at_home,other,other,2,3,2,no,yes,no,no,no,yes,no,no,1,4,2,2,1,5,11,9,13,20.0
GP,M,18.0,R,GT3,A,3,0,at_home,health,home,mother,3,1,3,no,no,yes,no,yes,yes,yes,yes,3,2,3,3,2,5,55,8,20,5.0
GP,F,16.0,U,GT3,A,0,2,at_home,services,other,mother,3,4,2,no,yes,yes,no,no,yes,yes,yes,1,3,1,1,3,3,80,10,19,4.0
MS,F,16.0,R,GT3,A,0,4,other,services,course,mother,1,3,3,no,no,no,no,yes,no,no,no,2,5,1,2,4,2,64,19,9,11.0
GP,M,20.0,R,LE3,T,0,1,other,health,course,father,4,1,3,yes,no,yes,no,no,no,no,yes,1,3,1,3,1,3,73,20,19,14.0
GP,F,16.0,R,GT3,T,2,2,other,other,home,other,2,1,3,no,yes,yes,no,no,no,no,yes,3,3,3,3,2,5,11,9,11,10.0
MS,M,18.0,R,LE3,A,4,0,health,health,other,mother,2,1,1,yes,no,no,yes,yes,no,no,no,4,5,1,5,3,2,58,7,19,6.0
GP,F,19.0,R,LE3,T,4,4,at_home,at_home,reputation,mother,2,2,1,yes,yes,no,no,yes,yes,yes,yes,4,4,4,1,4,4,29,3,8,1.0
MS,F,17.0,R,GT3,T,1,1,health,at_home,reputation,mother,3,3,3,no,yes,no,yes,yes,yes,no,no,5,3,2,1,5,2,5,1,17,16.0
MS,F,17.0,R,GT3,A,4,3,services,health,home,father,4,1,2,yes,no,yes,yes,no,yes,yes,no,4,4,2,1,1,5,28,5,10,11.0
GP,F,21.0,U,GT3,A,1,2,at_home,other,other,mother,4,4,2,no,yes,no,no,no,no,no,yes,5,4,5,5,1,4,51,3,3,9.0
GP,M,22.0,R,GT3,A,1,2,teacher,at_home,reputation,mother,4,4,0,yes,yes,no,yes,yes,no,no,no,3,2,4,2,1,3,78,9,20,9.0
MS,F,21.0,U,GT3,T,4,0,other,teacher,home,mother,2,4,3,yes,no,no,yes,yes,yes,yes,no,5,1,1,1,2,1,16,2,2,0.0
GP,F,18.0,R,LE3,T,3,3,health,at_home,reputation,mother,1,1,3,yes,no,yes,yes,yes,yes,yes,yes,1,4,2,2,3,2,63,0,9,20.0
MS,M,15.0,U,LE3,T,3,3,other,at_home,other,other,4,1,0,no,yes,no,no,no,no,yes,no,4,4,2,5,5,4,50,3,3,10.0
GP,F,17.0,U,GT3,T,1,0,other,teacher,course,mother,3,1,3,yes,yes,yes,yes,yes,no,yes,yes,2,1,1,4,3,2,39,7,12,20.0
GP,M,21.0,R,GT3,T,4,4,services,at_home,other,other,2,2,1,yes,yes,yes,no,yes,yes,no,yes,5,1,4,5,2,3,36,2,20,11.0
GP,F,15.0,R,LE3,A,0,0,health,health,reputation,mother,4,1,0,yes,no,no,yes,no,yes,no,no,3,2,3,2,5,5,28,20,12,0.0
MS,F,22.0,R,LE3,T,3,3,services,services,course,father,1,1,1,no,yes,yes,yes,yes,no,no,yes,4,2,1,5,2,4,30,20,15,14.0
GP,M,19.0,U,LE3,A,4,3,other,other,reputation,other,2,2,3,yes,yes,yes,no,no,yes,yes,no,3,3,4,5,3,3,47,0,17,3.0
GP,M,16.0,U,LE3,T,2,3,at_home,services,course,father,2,4,3,yes,no,yes,yes,no,no,yes,yes,3,3,4,2,3,4,27,4,14,18.0
MS,F,15.0,R,LE3,A,1,4,other,health,other,other,4,2,3,yes,yes,no,no,no,yes,yes,no,2,4,3,2,1,4,80,9,5,0.0
MS,F,18.0,U,GT3,T,2,2,teacher,services,home,other,2,1,2,no,yes,no,no,no,no,no,no,4,2,1,4,4,5,8,5,1,0.0
GP,M,19.0,U,LE3,A,0,0,at_home,other,reputation,other,4,3,1,no,yes,no,yes,no,yes,no,yes,3,3,3,1,1,3,72,4,13,1.0
GP,M,20.0,U,GT3,T,1,0,teacher,at_home,course,other,4,4,1,no,yes,no,yes,yes,no,yes,no,1,3,4,4,3,3,59,17,8,9.0
MS,M,17.0,U,LE3,T,3,2,teacher,other,other,father,1,4,0,no,yes,no,no,yes,yes,yes,yes,2,3,1,3,5,3,58,9,13,7.0
MS,F,15.0,R,GT3,T,0,0,services,services,other,mother,4,4,0,no,yes,no,yes,yes,yes,no,no,5,3,5,4,1,4,56,3,15,9.0
GP,M,17.0,U,GT3,A,2,3,other,other,reputation,father,4,2,2,yes,no,yes,yes,no,no,no,yes,1,2,2,5,1,4,13,9,13,8.0
GP,M,16.0,R,LE3,A,1,4,at_home,health,course,father,4,4,0,yes,yes,yes,yes,no,no,yes,no,1,5,4,1,2,1,55,3,11,4.0
GP,M,21.0,R,LE3,T,2,0,teacher,other,course,father,3,3,2,no,no,no,yes,yes,no,no,no,2,4,4,1,2,5,55,14,13,0.0
MS,F,15.0,U,LE3,T,2,0,health,health,reputation,other,3,4,3,yes,no,yes,yes,yes,yes,no,yes,1,5,4,1,4,1,76,9,17,3.0
GP,F,21.0,U,GT3,T,4,4,services,services,course,other,1,1,3,no,no,no,no,yes,yes,no,yes,3,4,4,5,2,4,36,11,1,12.0
MS,M,21.0,U,GT3,A,4,2,other,teacher,reputation,mother,3,3,3,yes,no,no,no,no,no,no,yes,5,5,4,3,5,5,34,6,12,5.0
GP,M,21.0,U,LE3,T,4,1,at_home,at_home,reputation,father,4,3,1,yes,yes,yes,no,no,no,yes,no,4,2,3,4,4,4,14,13,20,19.0
GP,F,18.0,U,LE3,A,1,1,other,teacher,reputation,mother,2,3,2,yes,no,yes,no,yes,no,yes,yes,4,2,2,3,4,2,41,15,10,16.0
MS,M,17.0,R,LE3,T,0,4,other,other,reputation,other,4,1,1,yes,yes,no,no,yes,yes,no,no,3,2,3,4,2,5,47,5,5,13.0
GP,F,17.0,U,LE3,T,2,0,teacher,at_home,reputation,mother,2,2,1,no,no,yes,yes,no,no,no,no,4,1,1,5,1,5,68,17,6,8.0
GP,F,15.0,U,LE3,A,1,3,services,at_home,reputation,father,1,1,3,no,yes,yes,no,yes,no,no,no,1,2,4,2,5,1,51,14,18,6.0
MS,M,19.0,R,GT3,T,2,3,teacher,services,course,father,3,3,0,no,no,yes,no,no,no,yes,no,1,1,4,1,4,1,35,3,17,7.0
MS,F,18.0,R,GT3,A,3,2,health,at_home,reputation,father,1,1,1,no,no,yes,yes,no,yes,no,yes,5,5,3,1,2,1,23,2,20,19.0
MS,F,21.0,R,LE3,A,4,4,health,teacher,home,father,2,1,2,no,no,yes,no,yes,no,no,yes,3,1,3,4,1,3,13,15,8,1.0
GP,M,16.0,R,GT3,A,0,1,at_home,teacher,other,mother,2,4,1,yes,yes,no,yes,no,yes,yes,no,2,3,4,1,1,4,51,5,10,0.0
GP,F,18.0,U,GT3,A,4,4,other,services,reputation,other,4,3,1,no,yes,no,yes,no,yes,no,yes,4,3,3,1,1,4,42,15,4,11.0
MS,M,18.0,R,LE3,T,2,0,health,at_home,course,father,3,2,1,yes,yes,yes,yes,yes,yes,no,no,1,5,3,5,1,4,7,17,12,1.0
GP,F,18.0,R,LE3,A,4,4,health,other,course,other,1,1,3,yes,no,yes,no,no,no,no,no,5,3,1,3,1,4,16,11,6,7.0
MS,F,16.0,R,LE3,A,1,0,services,other,reputation,mother,1,3,3,yes,yes,no,no,yes,no,no,no,1,2,4,1,1,5,82,0,9,3.0
MS,M,22.0,R,LE3,A,2,3,at_home,health,home,father,2,4,1,no,no,yes,no,yes,no,no,no,2,5,1,4,3,4,76,2,9,5.0
MS,M,16.0,U,LE3,A,4,3,other,health,home,father,4,1,2,yes,yes,no,no,no,yes,yes,no,1,3,3,2,1,5,83,20,14,6.0
GP,F,19.0,U,LE3,T,0,3,at_home,other,reputation,father,3,2,1,no,yes,yes,yes,no,no,yes,yes,5,4,3,3,1,2,75,2,10,5.0
GP,F,21.0,R,GT3,T,1,3,health,health,course,mother,4,2,2,yes,no,yes,yes,yes,no,no,no,2,3,1,4,2,5,0,6,7,14.0
GP,F,16.0,U,LE3,T,2,3,other,health,reputation,other,2,2,0,no,no,no,yes,yes,yes,yes,yes,2,2,2,1,2,5,59,11,9,16.0
MS,F,20.0,R,GT3,A,4,0,health,at_home,reputation,mother,3,2,0,no,yes,no,no,no,no,no,no,2,1,4,3,2,4,61,1,20,5.0
MS,M,19.0,U,LE3,A,0,3,other,teacher,other,mother,2,4,2,no,no,no,yes,yes,no,yes,yes,4,1,2,4,3,3,11,19,7,0.0
GP,M,20.0,U,LE3,A,0,2,teacher,at_home,other,mother,2,2,0,no,yes,yes,no,no,yes,yes,no,4,4,3,3,5,4,28,20,14,3.0
GP,F,17.0,R,GT3,A,2,3,health,teacher,course,mother,1,3,0,yes,no,yes,yes,yes,yes,yes,yes,4,4,3,2,3,2,88,1,6,17.0
MS,M,21.0,R,LE3,T,0,2,health,at_home,other,mother,3,2,1,yes,no,yes,no,no,yes,yes,no,2,4,1,5,2,3,18,8,14,4.0
MS,F,21.0,U,LE3,A,3,3,health,health,course,other,1,2,0,yes,no,no,yes,no,no,no,yes,1,4,2,4,1,2,86,7,1,15.0
GP,F,22.0,U,LE3,A,4,3,other,health,reputation,father,1,1,2,no,no,yes,no,yes,no,no,yes,3,2,2,5,4,4,69,16,18,9.0
GP,F,17.0,R,GT3,T,2,1,at_home,teacher,course,mother,4,3,2,no,yes,yes,yes,yes,yes,no,yes,3,5,3,1,2,4,81,12,10,7.0
MS,M,22.0,R,LE3,A,3,3,services,at_home,other,father,3,1,0,no,yes,yes,yes,no,no,yes,no,1,2,4,2,5,2,19,20,16,14.0
MS,M,21.0,U,LE3,A,1,1,teacher,health,reputation,mother,2,1,2,no,no,no,yes,yes,yes,yes,yes,1,4,1,3,2,4,46,3,13,7.0
MS,F,19.0,R,LE3,A,1,0,services,services,other,father,1,3,1,yes,no,no,yes,no,yes,no,no,2,1,4,4,4,5,40,1,16,17.0
MS,F,18.0,U,LE3,A,4,0,services,teacher,reputation,mother,4,2,0,no,no,yes,no,yes,no,yes,yes,2,5,3,2,3,4,62,18,12,9.0
MS,M,17.0,U,LE3,T,2,3,at_home,other,reputation,father,2,2,3,no,no,no,no,yes,yes,no,no,4,4,1,3,3,5,28,10,15,16.0
MS,M,21.0,U,LE3,T,2,0,other,teacher,home,mother,1,4,0,yes,yes,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,15,18,12,14.0
GP,M,20.0,R,GT3,T,3,0,other,at_home,reputation,father,4,3,3,yes,no,yes,no,no,yes,no,yes,4,5,4,4,3,4,62,5,6,13.0
MS,F,22.0,R,GT3,T,3,3,services,other,home,father,4,4,3,yes,yes,no,yes,yes,no,yes,yes,5,2,1,3,4,2,56,11,13,15.0
MS,F,21.0,R,GT3,A,2,2,at_home,health,course,other,3,3,3,no,no,no,no,yes,no,no,yes,4,5,5,2,5,5,88,10,3,6.0
GP,F,18.0,R,GT3,A,0,3,other,services,course,father,3,3,2,no,no,yes,yes,no,no,no,no,2,1,3,2,2,4,20,12,6,1.0
MS,M,18.0,U,GT3,T,4,1,other,services,home,other,4,4,3,no,yes,yes,yes,no,yes,yes,no,1,4,1,5,2,4,3,20,7,12.0
GP,F,22.0,U,GT3,T,3,3,other,services,other,other,3,3,3,yes,yes,no,no,yes,yes,no,no,5,3,1,4,3,1,32,12,19,9.0
GP,F,17.0,U,GT3,A,3,3,services,services,home,mother,4,4,0,yes,yes,no,yes,no,yes,yes,no,2,1,3,4,5,3,62,6,16,5.0
MS,M,22.0,U,GT3,T,4,0,teacher,health,home,father,4,4,2,yes,yes,no,yes,no,yes,yes,yes,5,4,5,4,2,2,92,10,11,0.0
MS,F,18.0,U,GT3,A,2,1,services,other,other,other,1,2,1,yes,no,no,yes,no,no,no,yes,5,2,5,5,2,2,91,13,6,18.0
MS,F,15.0,U,GT3,T,1,2,teacher,health,reputation,father,4,1,3,yes,no,no,no,yes,yes,no,yes,5,4,1,3,4,2,91,10,10,7.0
GP,M,22.0,R,GT3,T,3,2,other,other,course,father,3,2,0,yes,no,no,no,yes,yes,yes,yes,3,1,1,5,3,5,27,4,8,15.0
GP,M,18.0,U,GT3,T,3,1,at_home,at_home,other,mother,2,3,1,yes,yes,no,yes,yes,yes,no,no,1,4,3,1,5,4,86,12,8,20.0
GP,M,16.0,U,LE3,T,3,3,other,teacher,home,father,2,4,1,no,yes,no,yes,no,yes,no,no,4,2,2,2,3,4,32,14,2,17.0
GP,F,17.0,U,LE3,A,3,1,health,at_home,home,other,1,1,2,no,no,no,no,yes,yes,no,no,4,2,5,2,1,1,28,5,18,18.0
GP,F,15.0,U,GT3,A,2,2,at_home,at_home,home,other,3,3,0,no,yes,yes,yes,no,no,yes,no,2,5,5,5,4,3,16,14,16,5.0
MS,F,16.0,U,GT3,A,4,1,teacher,other,other,other,2,4,0,yes,yes,yes,no,no,yes,no,no,1,1,2,5,5,5,49,5,8,17.0
GP,F,20.0,R,GT3,A,3,2,teacher,services,other,mother,3,3,0,no,yes,no,yes,yes,yes,no,yes,5,4,4,1,2,5,44,8,6,6.0
GP,M,22.0,R,GT3,A,4,0,teacher,other,home,mother,3,2,0,yes,yes,yes,no,no,yes,no,yes,1,1,1,4,4,4,54,17,7,4.0
GP,M,17.0,R,GT3,A,3,0,other,other,course,mother,3,2,0,no,no,no,no,yes,yes,yes,no,2,3,5,2,3,4,70,4,2,6.0
GP,F,15.0,R,GT3,T,2,4,at_home,at_home,reputation,other,2,4,1,yes,yes,yes,yes,yes,yes,no,yes,4,3,1,2,5,4,71,11,8,15.0
GP,M,18.0,U,GT3,A,0,2,health,services,home,other,2,2,1,no,yes,no,yes,yes,no,no,yes,2,4,3,1,1,2,0,2,14,6.0
GP,M,19.0,R,GT3,T,3,2,teacher,services,home,mother,2,4,1,no,yes,no,no,no,no,no,no,2,4,1,1,4,2,34,5,12,11.0
GP,F,15.0,U,LE3,A,2,2,services,other,course,mother,3,1,2,no,yes,no,yes,yes,no,no,yes,5,2,1,4,5,2,65,5,7,8.0
GP,M,21.0,R,GT3,T,0,1,at_home,teacher,reputation,other,3,4,2,yes,no,no,no,yes,yes,no,yes,3,3,3,3,4,4,34,17,14,3.0
GP,M,16.0,U,GT3,T,1,1,other,health,course,mother,2,1,2,no,no,no,yes,no,yes,no,no,1,2,1,5,3,4,88,5,16,17.0
MS,F,18.0,U,LE3,T,1,4,other,services,course,mother,1,1,2,yes,no,yes,yes,no,yes,yes,no,4,3,5,3,2,4,82,16,17,18.0
GP,F,16.0,R,LE3,A,0,3,at_home,teacher,home,other,3,3,2,yes,no,no,no,yes,no,no,yes,2,3,2,5,5,4,92,4,20,18.0
MS,F,19.0,U,GT3,T,1,1,other,other,reputation,mother,3,2,2,no,yes,no,no,no,no,yes,no,3,4,1,5,1,3,20,16,4,15.0
GP,M,18.0,R,GT3,A,1,1,other,teacher,home,mother,3,1,2,no,yes,yes,yes,yes,no,no,yes,4,5,1,2,3,4,72,3,13,4.0
MS,F,17.0,U,GT3,T,3,2,at_home,services,reputation,father,2,1,1,yes,no,no,no,yes,yes,yes,yes,1,2,2,3,3,2,44,17,13,18.0
GP,M,18.0,U,GT3,A,0,3,teacher,other,course,other,2,1,2,yes,yes,yes,no,no,yes,no,yes,2,2,5,5,3,5,89,19,15,18.0
GP,F,22.0,U,GT3,A,2,1,at_home,health,other,mother,2,2,0,yes,yes,yes,no,yes,yes,no,no,2,1,4,5,1,5,27,18,9,4.0
GP,F,15.0,R,GT3,T,4,4,at_home,at_home,course,father,3,4,2,no,yes,yes,yes,no,no,yes,yes,1,3,3,2,2,5,64,13,9,7.0
GP,F,19.0,R,GT3,A,3,1,health,at_home,course,other,1,1,2,yes,yes,yes,no,yes,no,no,no,5,4,1,4,4,3,58,20,6,17.0
GP,M,20.0,R,LE3,T,2,3,other,teacher,course,mother,1,4,0,yes,no,yes,yes,no,no,yes,no,5,3,2,1,2,5,39,3,18,0.0
MS,F,20.0,R,LE3,A,0,0,health,health,course,other,1,4,1,no,yes,no,no,yes,no,no,yes,2,3,3,5,3,4,45,15,19,9.0
GP,M,19.0,U,GT3,A,1,3,teacher,teacher,reputation,other,1,3,2,yes,yes,yes,yes,no,yes,no,yes,4,4,4,5,4,3,40,4,6,14.0
MS,M,20.0,U,GT3,A,4,0,teacher,other,other,father,2,4,1,no,no,no,yes,no,no,yes,no,3,5,5,3,5,5,55,17,7,14.0
MS,F,19.0,R,LE3,A,3,1,other,health,reputation,father,1,1,3,no,no,yes,yes,yes,no,no,no,3,1,4,3,1,3,15,12,7,10.0
GP,F,15.0,R,GT3,A,1,2,at_home,other,reputation,other,1,1,0,no,yes,no,no,yes,yes,no,yes,3,2,3,2,4,5,42,18,7,11.0
GP,F,22.0,R,LE3,T,0,1,services,other,reputation,father,3,3,0,yes,no,yes,no,yes,yes,yes,no,4,5,1,2,5,3,46,13,17,9.0
MS,M,21.0,R,GT3,T,1,2,at_home,teacher,course,father,3,1,3,no,no,yes,no,yes,yes,yes,no,2,4,1,5,1,2,69,4,8,3.0
